300
('X', (2, 3), (3, 3)), 293.99947453500135
('O', (0, 2), (1, 2)), 292.9993891350023
('O', (0, 3), (1, 3)), 287.9992632979993
('X', (2, 4), (2, 3)), 285.99889152700416
('X', (0, 4), (1, 4)), 281.99897056899863
('X', (0, 5), (0, 4)), 278.9985183720055
('X', (4, 5), (3, 5)), 275.99867013199764
('X', (4, 0), (3, 0)), 271.9981326640045
('O', (0, 0), (0, 1)), 269.9981671059977
('O', (1, 0), (2, 0)), 264.99791982000534
('O', (0, 0), (1, 0)), 263.9977239109976
('X', (5, 0), (4, 0)), 257.9976590890037
('X', (5, 1), (5, 0)), 257.9973499989974
('X', (1, 1), (2, 1)), 250.99731356300254
('X', (1, 5), (2, 5)), 251.99699634100034
('X', (0, 5), (1, 5)), 243.99698425700262
('X', (0, 3), (0, 2)), 245.99680884400004
('X', (0, 5), (4, 5)), 236.9967032200002
