300
('O', (2, 1), (2, 2)), 296.9995076689993
('O', (3, 1), (4, 1)), 295.8948843039998
('X', (1, 3), (2, 3)), 293.999096567999
('X', (1, 1), (2, 1)), 293.53976298700036
('X', (1, 4), (2, 4)), 290.9988287420001
('O', (3, 5), (2, 5)), 292.44140948899985
('O', (3, 4), (3, 3)), 287.99848162700073
('X', (1, 0), (1, 1)), 291.89143197200065
('X', (0, 0), (1, 0)), 284.9980106960011
('O', (4, 4), (4, 3)), 291.5637282780008
('X', (0, 2), (0, 3)), 281.99766699500105
('X', (0, 0), (0, 1)), 291.50061489600193
('O', (5, 4), (5, 3)), 278.9974398260001
('O', (3, 4), (4, 4)), 291.42107748500166
('O', (3, 5), (4, 5)), 275.9970897710009
('O', (3, 4), (3, 5)), 291.3927173830016
('O', (3, 2), (4, 2)), 272.99674296100056
