300
('O', (2, 4), (3, 4)), 284.9996656240037
('X', (3, 1), (4, 1)), 291.17502171799424
('X', (3, 2), (3, 3)), 270.74938659200416
('X', (3, 1), (3, 2)), 282.3511305610009
('O', (2, 2), (2, 3)), 257.2113952590007
('O', (2, 1), (2, 2)), 273.52736417200504
('O', (0, 1), (0, 2)), 244.35048115300015
('O', (2, 1), (1, 1)), 264.70360189500934
('O', (2, 0), (3, 0)), 231.09523771500244
('X', (2, 1), (3, 1)), 255.87974027900782
('O', (1, 0), (2, 0)), 219.53994184399926
('X', (0, 1), (0, 0)), 247.05594626300444
('X', (2, 1), (0, 1)), 208.56276442799572
('O', (1, 2), (1, 3)), 238.2322747050057
('O', (1, 0), (0, 3)), 198.1344667259982
('X', (5, 1), (5, 0)), 229.40856952800823
('O', (1, 2), (2, 1)), 188.22742611300055
