300
('O', (0, 2), (1, 2)), 284.9994140569979
('X', (5, 3), (4, 3)), 291.17588526300096
('O', (0, 3), (1, 3)), 270.74910449199524
('X', (5, 1), (4, 1)), 282.3520709229997
('X', (5, 0), (5, 1)), 257.2111602229925
('X', (4, 0), (3, 0)), 273.5280732500032
('O', (0, 4), (0, 3)), 244.35024328599684
('O', (5, 4), (5, 3)), 264.0557529910002
('O', (0, 4), (0, 5)), 232.13252189999912
('O', (1, 4), (2, 4)), 255.23187898800097
('O', (0, 4), (1, 4)), 220.52567659499618
('O', (3, 4), (3, 5)), 246.40795409500424
('O', (3, 2), (4, 2)), 209.49901629199303
('O', (3, 4), (3, 3)), 237.58406770900183
('O', (4, 4), (4, 5)), 199.0236698499939
('O', (5, 4), (4, 4)), 228.76037285100756
('X', (5, 0), (4, 0)), 189.07208514898957
('X', (5, 2), (2, 3)), 219.93654553600936
