300
('O', (2, 1), (2, 2)), 295.9995795110008
('O', (1, 1), (2, 1)), 294.99959301700073
('O', (1, 3), (1, 2)), 291.9992097739996
('X', (3, 0), (3, 1)), 289.99910620100127
('X', (1, 0), (1, 1)), 287.99872404100097
('X', (4, 0), (4, 1)), 284.99854024399974
('X', (5, 0), (5, 1)), 283.9982602939999
('O', (2, 3), (1, 3)), 279.9980575829977
('O', (2, 4), (3, 4)), 279.99798617299894
('O', (2, 5), (2, 4)), 274.98991860599926
('X', (4, 0), (5, 0)), 275.9975986069985
('X', (2, 0), (1, 0)), 269.989587025997
('O', (3, 5), (2, 5)), 271.99728455199875
('X', (3, 0), (4, 0)), 264.9893216159944
('O', (4, 5), (5, 5)), 267.99703549999685
('O', (4, 2), (5, 2)), 259.9890776249922
('O', (4, 4), (4, 3)), 263.99654503099373
('X', (2, 0), (3, 0)), 254.988686684992
('X', (0, 0), (0, 1)), 259.9962360879945
('O', (4, 5), (4, 4)), 249.98830499199175
('X', (2, 0), (0, 0)), 255.99592912899607
('X', (2, 3), (3, 3)), 244.98795109499042
('X', (2, 0), (3, 2)), 251.99549070899593
