300
('X', (1, 3), (2, 3)), 284.99954360200354
('O', (2, 1), (2, 2)), 294.9995862889991
('X', (1, 2), (1, 3)), 270.7490432840059
('X', (1, 1), (1, 2)), 289.9992340989993
('O', (3, 1), (3, 2)), 256.9817793480106
('O', (2, 1), (3, 1)), 269.99892945100146
('O', (2, 0), (2, 1)), 244.13240937500814
('O', (1, 0), (2, 0)), 249.9986647659971
('O', (0, 0), (1, 0)), 231.92558631200518
('O', (0, 1), (0, 2)), 237.49853682699904
('O', (0, 0), (0, 1)), 220.32899860300677
('X', (4, 1), (4, 2)), 225.62340803299594
('X', (5, 1), (5, 0)), 209.31216065200715
('X', (5, 2), (5, 3)), 214.342027572995
('X', (5, 1), (4, 1)), 198.84638079401338
('X', (5, 2), (5, 1)), 203.62469893399975
('X', (5, 4), (5, 5)), 188.90379443600978
('X', (4, 4), (3, 4)), 193.44327081800293
('X', (4, 5), (4, 4)), 179.45824999301112
('X', (1, 5), (2, 5)), 183.77078729700588
('O', (0, 3), (0, 4)), 170.48504313401645
('O', (0, 5), (0, 3)), 183.7220911540062
