300
('O', (0, 2), (1, 2)), 284.9994666390048
('X', (0, 3), (1, 3)), 294.9997638289933
('O', (0, 1), (0, 2)), 270.7490645880025
('O', (0, 0), (0, 1)), 289.9995436399913
('X', (0, 4), (0, 3)), 257.2110732240035
('X', (0, 5), (0, 4)), 269.9992114629931
('O', (1, 0), (2, 0)), 243.85286135100614
('O', (1, 1), (1, 0)), 249.9988271649927
('X', (4, 5), (4, 4)), 231.65986678101035
('O', (2, 1), (3, 1)), 237.49866124198888
('O', (2, 4), (3, 4)), 220.07640608600923
('O', (2, 5), (2, 4)), 225.62338332298532
('X', (5, 5), (4, 5)), 209.07202307401167
('X', (5, 0), (5, 1)), 214.33999648998724
('O', (3, 5), (2, 5)), 198.61802420800814
('O', (5, 5), (5, 4)), 203.6226184579864
('O', (3, 5), (4, 3)), 188.68632065301063
('O', (5, 5), (4, 2)), 193.4411125479819
('O', (3, 5), (1, 5)), 179.251614747016
('O', (5, 5), (3, 5)), 183.7686745439787
('X', (4, 0), (5, 0)), 170.2886700460149
('X', (3, 0), (4, 0)), 174.57992031497997
('X', (0, 0), (2, 2)), 161.77382046201092
('X', (3, 0), (3, 2)), 165.8220574929801
('X', (0, 0), (2, 1)), 50.77106614501099
('O', (0, 5), (1, 1)), 152.4853640859801
('X', (3, 0), (2, 3)), 47.82141994700942
