300
('X', (3, 1), (2, 1)), 293.999288387
('O', (2, 3), (1, 3)), 284.9995538239964
('O', (2, 4), (2, 3)), 287.99890305400186
('X', (3, 2), (2, 2)), 270.749036135996
('O', (2, 5), (2, 4)), 281.99866855400614
('X', (3, 1), (3, 2)), 257.211129943993
('O', (1, 5), (2, 5)), 275.9983039590079
('O', (0, 5), (1, 5)), 244.3500737479917
('X', (4, 1), (3, 1)), 269.98390477100475
('O', (0, 1), (1, 1)), 232.1321001779943
('X', (4, 5), (4, 4)), 263.9834377910083
('X', (3, 5), (3, 4)), 220.47157783799776
('X', (5, 5), (4, 5)), 257.98306412700913
('X', (5, 4), (5, 3)), 209.4478104890004
('O', (0, 2), (0, 3)), 251.98271332500735
('O', (1, 2), (0, 2)), 198.97524962900206
('O', (4, 2), (4, 3)), 245.93720352000673
('O', (4, 1), (4, 2)), 189.02620088699769
('O', (5, 1), (5, 2)), 239.9369375650058
('O', (4, 1), (5, 1)), 179.5744179769972
('O', (4, 0), (3, 0)), 233.9365587650027
('O', (4, 1), (4, 0)), 170.5952141999951
('O', (0, 1), (0, 0)), 227.93635016400367
('O', (4, 1), (3, 3)), 162.06502179599192
