300
('O', (3, 2), (4, 2)), 292.2220499399991
('X', (2, 3), (3, 3)), 297.9995487870001
('O', (2, 2), (3, 2)), 290.09470517299815
('X', (1, 3), (0, 3)), 295.9989943799992
('O', (2, 3), (2, 2)), 287.99961523399907
('X', (1, 4), (1, 3)), 293.99857816499934
('O', (2, 4), (2, 3)), 287.643096673999
('O', (4, 4), (3, 4)), 291.99822221499926
('O', (4, 5), (4, 4)), 287.50282841999797
('O', (0, 5), (0, 4)), 289.99778769099794
('O', (3, 5), (4, 5)), 287.44458654199843
('O', (1, 5), (0, 5)), 287.99741726499815
('X', (2, 4), (2, 5)), 287.4169694359989
('O', (1, 4), (1, 5)), 285.96138194299783
('O', (5, 4), (5, 3)), 287.38087789699966
('X', (1, 4), (2, 4)), 283.96111470699725
('X', (1, 2), (0, 2)), 287.3714801829992
('X', (1, 0), (1, 1)), 281.96090174599703
('X', (0, 0), (1, 0)), 287.295822484999
('X', (0, 1), (0, 0)), 279.960663646998
('X', (2, 1), (3, 1)), 287.2863000549987
('O', (5, 5), (5, 4)), 277.9603436849975
('O', (3, 5), (1, 2)), 287.2450718859982
