300
('X', (1, 3), (1, 2)), 291.1757847810004
('O', (3, 2), (2, 2)), 295.99939739899855
('X', (0, 3), (1, 3)), 282.3518626820005
('O', (3, 3), (3, 2)), 291.9990261839994
('O', (4, 3), (3, 3)), 273.52792690099886
('X', (0, 2), (0, 1)), 287.99876036199566
('O', (4, 4), (4, 3)), 264.70405769199715
('O', (3, 4), (2, 4)), 283.99840619899624
('O', (3, 5), (4, 5)), 255.88035610999214
('O', (3, 4), (4, 4)), 279.9981996610004
('X', (0, 3), (0, 2)), 247.05667690299015
('X', (0, 5), (0, 4)), 275.99787749900133
('X', (2, 5), (1, 5)), 238.23260290698818
('O', (3, 5), (3, 4)), 271.99766439700034
('X', (2, 3), (1, 4)), 229.4086387899879
