300
('O', (4, 2), (3, 2)), 297.9781165960012
('X', (1, 3), (2, 3)), 284.99959492900234
('O', (5, 2), (4, 2)), 295.95115894600167
('X', (1, 2), (2, 2)), 270.7489795790025
('O', (5, 4), (4, 4)), 293.9509536569967
('X', (0, 2), (0, 3)), 256.9785292250017
('X', (0, 0), (0, 1)), 291.95062826299545
('O', (5, 5), (5, 4)), 244.1293228700015
('X', (3, 0), (3, 1)), 289.9063586439952
('O', (1, 5), (2, 5)), 231.92263814300532
('O', (1, 4), (2, 4)), 287.9061048129952
('O', (1, 1), (2, 1)), 220.32611057699978
('O', (1, 0), (2, 0)), 285.905700958996
('X', (4, 0), (3, 0)), 209.30943638699682
('O', (1, 3), (1, 4)), 283.9053902029991
('O', (1, 2), (0, 2)), 198.84358712999529
('X', (5, 0), (4, 0)), 281.90511138899456
('X', (5, 3), (4, 3)), 188.90097999899444
('X', (5, 2), (5, 1)), 279.9046110099953
('O', (1, 0), (1, 1)), 179.38249853499292
('X', (5, 3), (5, 2)), 277.9041544499996
('X', (3, 3), (3, 4)), 170.41311374399083
('X', (5, 3), (1, 5)), 275.9037396640051
('X', (3, 3), (5, 3)), 161.8922961139906
('O', (0, 0), (1, 0)), 273.9034758600028
('O', (5, 0), (3, 5)), 153.79732314498688
('O', (0, 0), (1, 3)), 271.9032148070037
('X', (5, 0), (3, 3)), 146.1070668879911
