300
('O', (3, 2), (4, 2)), 297.99955050800054
('O', (2, 2), (2, 1)), 296.430224957001
('X', (1, 3), (1, 2)), 295.9990081140004
('O', (3, 2), (2, 2)), 295.035782070001
('X', (5, 3), (4, 3)), 293.99859087500045
('O', (3, 1), (4, 1)), 294.00757853399955
('X', (5, 4), (4, 4)), 291.9798027599991
('X', (5, 5), (4, 5)), 293.5069162079981
('O', (3, 5), (3, 4)), 289.9793653809993
('O', (2, 5), (2, 4)), 293.2905595639986
('X', (5, 2), (5, 3)), 287.9789758129991
('X', (5, 1), (5, 2)), 293.22522072299944
('O', (0, 5), (1, 5)), 285.97844315199836
('O', (0, 3), (1, 3)), 293.12951878699823
('O', (0, 5), (0, 4)), 283.9780832869983
('X', (5, 0), (4, 0)), 293.08287087499957
('X', (5, 1), (5, 0)), 281.97776093599896
('X', (3, 1), (3, 2)), 293.00734860599914
('X', (3, 0), (3, 1)), 279.9774871869995
('X', (1, 0), (2, 0)), 292.9441546459984
('X', (1, 1), (1, 0)), 277.9770263679984
('X', (0, 1), (1, 1)), 292.90096024299964
('X', (0, 2), (0, 3)), 275.97668609099856
('O', (2, 5), (3, 5)), 292.855300909001
('O', (0, 5), (2, 3)), 273.97637834599846
