300
('X', (2, 3), (2, 4)), 291.17602158700174
('X', (5, 3), (4, 3)), 284.99954130699916
('O', (2, 0), (2, 1)), 282.35202891600056
('O', (4, 0), (4, 1)), 270.7491469050001
('X', (5, 2), (4, 2)), 273.52810423100163
('X', (5, 4), (5, 3)), 257.2111949090031
('X', (4, 4), (5, 4)), 264.7042076120051
('X', (3, 4), (3, 3)), 244.3503521570019
('O', (3, 0), (2, 0)), 255.88046340100846
('O', (4, 0), (3, 0)), 232.1325159400003
('O', (5, 0), (5, 1)), 247.05656540900236
('O', (4, 0), (5, 0)), 220.52566396500333
('X', (3, 5), (2, 5)), 238.23248525300005
('X', (3, 4), (3, 5)), 209.49916656700225
('O', (4, 4), (4, 5)), 229.40847334400314
('O', (4, 0), (3, 1)), 199.02398506000463
