300
('O', (2, 0), (2, 1)), 291.1759422690011
('X', (4, 3), (3, 3)), 284.90792472399335
('X', (4, 1), (3, 1)), 282.1681113340019
('X', (5, 1), (4, 1)), 270.66216243499366
('O', (1, 0), (1, 1)), 273.3442135640071
('O', (0, 0), (0, 1)), 257.12873460599803
('O', (1, 0), (2, 0)), 264.041335067006
('X', (5, 3), (4, 3)), 244.27197290099866
('X', (5, 1), (5, 0)), 255.2175110160024
('O', (0, 0), (1, 0)), 232.05801839999913
('X', (5, 5), (4, 5)), 246.39357049100363
('O', (0, 2), (0, 3)), 220.4548798570031
('O', (3, 2), (2, 2)), 237.56971195500955
('X', (5, 2), (5, 1)), 209.4317243300029
('X', (5, 4), (5, 5)), 228.74582625400944
('X', (5, 3), (5, 4)), 198.9597635570026
('X', (5, 2), (4, 2)), 219.9219339100091
('O', (3, 4), (2, 4)), 189.0115356430033
('O', (4, 4), (3, 4)), 211.09814212701167
('X', (5, 3), (5, 2)), 179.56069431900687
('O', (4, 0), (3, 0)), 202.27425152400974
('O', (0, 0), (4, 0)), 170.58232446800685
