300
('X', (3, 2), (3, 1)), 291.17607200099883
('X', (3, 4), (3, 3)), 291.99941017200035
('O', (2, 0), (2, 1)), 282.35210249100055
('O', (1, 0), (1, 1)), 283.9989660209976
('O', (4, 0), (4, 1)), 273.52817864999815
('O', (5, 0), (5, 1)), 275.99876268599473
('X', (2, 4), (2, 3)), 264.37741881200054
('O', (1, 0), (2, 0)), 267.998430929998
('X', (1, 4), (2, 4)), 255.5536212789957
('X', (1, 3), (1, 2)), 259.9467978350003
('O', (0, 0), (0, 1)), 246.72973563698906
('X', (1, 5), (1, 4)), 251.94631716499862
('X', (2, 5), (3, 5)), 237.90570669298904
('X', (1, 5), (0, 5)), 243.94608847599739
('X', (2, 5), (1, 5)), 229.0817830389933
('O', (1, 0), (0, 0)), 235.9457950310025
('X', (4, 5), (5, 5)), 220.2578587859898
('X', (4, 4), (5, 4)), 227.9453957270016
('X', (3, 4), (4, 4)), 211.43398951298877
('X', (3, 2), (4, 2)), 219.9451442080026
('O', (3, 0), (4, 0)), 202.6101754499905
('O', (1, 0), (1, 3)), 211.94481656000426
