300
('X', (5, 3), (4, 3)), 295.99938776599447
('O', (2, 3), (3, 3)), 284.9996025080036
('O', (2, 5), (3, 5)), 291.99883003899595
('O', (2, 1), (3, 1)), 270.7491563030053
('O', (2, 4), (2, 3)), 287.9985486949954
('X', (5, 1), (4, 1)), 257.2111033010078
('X', (5, 4), (5, 3)), 283.9982182070016
('X', (4, 4), (3, 4)), 244.35035925800912
('O', (1, 4), (2, 4)), 279.99789197299833
('O', (1, 0), (1, 1)), 232.13243615300598
('O', (3, 0), (2, 0)), 275.9977127489983
('O', (4, 0), (5, 0)), 220.5253627570055
('O', (3, 0), (4, 0)), 271.9972792469998
('X', (4, 5), (4, 4)), 209.49871115900896
('X', (5, 5), (4, 5)), 267.99704109899903
('O', (1, 0), (0, 0)), 199.0235353260141
('O', (3, 0), (1, 0)), 263.9967549369976
('O', (3, 2), (4, 2)), 189.0720572820137
('O', (2, 2), (1, 2)), 259.9965234249976
('X', (5, 4), (5, 5)), 179.61800256601418
('X', (1, 4), (1, 5)), 255.9960918719953
('X', (1, 3), (1, 4)), 170.63681393901788
('X', (0, 3), (1, 3)), 251.9957274309927
('X', (0, 4), (0, 3)), 162.10470629201882
('O', (3, 2), (2, 2)), 247.99528850799106
('O', (3, 0), (3, 2)), 153.99917080001615
