300
('O', (4, 2), (3, 2)), 291.17600084100195
('O', (4, 3), (5, 3)), 293.9993564409997
('X', (2, 3), (3, 3)), 282.11399681700277
('X', (2, 4), (3, 4)), 287.99904805500046
('O', (4, 1), (3, 1)), 273.29007297100543
('O', (4, 0), (3, 0)), 281.99874486599947
('X', (2, 0), (2, 1)), 264.4661284430076
('X', (1, 0), (1, 1)), 275.9983610679992
('O', (4, 2), (4, 1)), 255.64214584600631
('O', (5, 2), (5, 1)), 269.99805679400015
('O', (4, 2), (4, 3)), 246.81827796100333
('X', (0, 0), (1, 0)), 263.99774863199855
('X', (0, 1), (0, 2)), 237.99432964000516
('X', (0, 0), (0, 1)), 257.99737789999926
('X', (2, 0), (2, 3)), 229.1704933290057
('X', (2, 2), (1, 2)), 251.99712382399957
('X', (2, 0), (1, 3)), 220.34679412200785
