300
('O', (4, 2), (3, 2)), 294.9997040179951
('O', (4, 3), (4, 2)), 284.99951541300106
('X', (3, 4), (3, 3)), 289.9991921329929
('X', (3, 5), (3, 4)), 270.7462743399956
('O', (4, 4), (4, 3)), 269.99878697199165
('X', (2, 5), (2, 4)), 257.2086026419929
('O', (5, 4), (5, 3)), 249.99837806898722
('O', (5, 5), (5, 4)), 244.34769170699292
('X', (4, 5), (3, 5)), 237.49811647299066
('X', (4, 4), (4, 5)), 232.1299726389916
('X', (4, 1), (3, 1)), 225.62293331998808
('X', (5, 1), (5, 2)), 220.5230985849921
('X', (4, 1), (5, 1)), 214.3414577099902
('O', (5, 0), (4, 0)), 209.4965179209903
('O', (5, 5), (2, 3)), 214.32758324799215
