300
('O', (4, 2), (3, 2)), 294.99969101999886
('X', (1, 3), (2, 3)), 284.99946166000154
('X', (1, 2), (2, 2)), 289.9993639910026
('O', (4, 3), (4, 2)), 270.7492036320036
('O', (3, 3), (4, 3)), 269.9990782510067
('X', (1, 1), (1, 2)), 256.9690475650059
('O', (3, 4), (3, 3)), 249.99888490000012
('X', (0, 1), (1, 1)), 244.12011245400936
('O', (1, 4), (1, 3)), 237.49867530299525
('X', (0, 2), (0, 1)), 231.91373315800593
('X', (0, 5), (0, 4)), 225.62346208999952
('X', (1, 5), (2, 5)), 220.3176182820098
('O', (2, 4), (1, 4)), 214.34158407799987
('O', (3, 4), (2, 4)), 209.30132459900778
('X', (0, 5), (1, 5)), 203.6242296979981
('O', (5, 4), (5, 3)), 198.83587661101046
('X', (3, 5), (3, 4)), 193.4426536059982
('X', (4, 5), (4, 4)), 188.89381837401015
('O', (5, 5), (5, 4)), 183.7701365230023
('O', (5, 2), (5, 1)), 179.44876202300657
('O', (5, 5), (3, 1)), 183.7445904720007
