300
('O', (3, 2), (4, 2)), 293.2141084699997
('X', (1, 3), (1, 4)), 296.99966099499943
('O', (3, 3), (4, 3)), 289.69947803499963
('O', (3, 1), (3, 2)), 293.9992853499989
('X', (2, 3), (3, 3)), 288.230833869
('X', (1, 3), (2, 3)), 290.999074121999
('X', (1, 2), (1, 1)), 287.4139358650009
('O', (4, 1), (3, 1)), 287.99872024899923
('X', (2, 2), (2, 1)), 287.31291700400106
('X', (1, 2), (2, 2)), 284.99854762299947
('O', (5, 1), (5, 0)), 287.2449103880008
('O', (4, 1), (5, 1)), 281.9982756369991
('X', (0, 2), (0, 1)), 287.22437984500175
('X', (1, 2), (0, 2)), 278.9979631210008
('O', (4, 0), (4, 1)), 287.2215430360011
('X', (1, 3), (1, 2)), 275.9976819450003
