300
('X', (1, 3), (2, 3)), 296.9753270479996
('O', (2, 1), (3, 1)), 295.99926066699845
('X', (1, 2), (2, 2)), 293.97503646899713
('O', (1, 1), (2, 1)), 291.99888620399724
('X', (1, 3), (1, 2)), 290.9621028859947
('X', (1, 4), (1, 3)), 287.9983688109969
('O', (0, 1), (0, 2)), 287.9617775339939
('O', (1, 1), (1, 0)), 283.9980033429965
('O', (0, 1), (0, 0)), 284.96140158699563
('X', (5, 4), (5, 3)), 279.99773592799465
('O', (1, 1), (0, 1)), 281.9203030129938
('X', (5, 5), (5, 4)), 275.9974363789952
('X', (3, 5), (3, 4)), 278.91997031599385
('X', (2, 5), (3, 5)), 271.99716905299647
('O', (1, 4), (0, 4)), 275.9197477949929
('X', (2, 4), (2, 5)), 267.9969862819962
('O', (1, 5), (1, 4)), 272.9194532819929
('X', (4, 4), (4, 3)), 263.9967342559976
('X', (4, 5), (4, 4)), 269.91918838099446
('O', (0, 5), (1, 5)), 259.996493902996
('O', (0, 3), (3, 2)), 266.91893172499476
